job_name,expected_code,expected_name
海外销售,2-06-07-01,国际商务专业人员
海外销售主管,2-06-07-01,国际商务专业人员
海外销售代表,2-06-07-01,国际商务专业人员
海外销售经理,2-06-07-01,国际商务专业人员
海外销售经理-光伏材料,2-06-07-01,国际商务专业人员
海外销售经理/总监（英语区）,2-06-07-01,国际商务专业人员
海外项目经理（base成都，软件项目）,2-06-07-01,国际商务专业人员
海宁市海洲街道贝...招聘面包/烘焙师,6-02-01-01,糕点面包烘焙师
海容招聘铆工,6-18-01-11,铆工
海工结构工程师（海上风电基础结构设计）,2-02-12-01,发电工程技术人员L
海底捞招聘传菜员,4-03-02-05,餐厅服务员
海底捞餐饮招聘传菜员,4-03-02-05,餐厅服务员
海底捞餐饮招聘后厨,4-03-02-01,中式烹调师
海恒街诚聘药店店员,4-03-01-03,旅店服务员
海洲机械招聘机修工,6-31-01-00,机械设备修理人员
海港宴中骏店招聘服务员,4-03-02-05,餐厅服务员
海珠区配送员8K管住供车,4-10-08-01,网约配送员
海盛环境工程有限公司招聘空调工,6-29-03-05,制冷空调系统安装维修工
海纳德招聘木工,6-06-03-01,手工木工
海螺物业招聘保安,4-07-05-01,保安员
海运出口客服,2-06-07-12,报关人员
海运操作专员小语种 -上海,2-06-06-05,海域海岛评估专业人员
海运操作（厦门亚东）,4-09-01-05,水工闸门运行工
海运物流客服,4-04-05-03,呼叫中心服务员
海运订舱专业岗,2-06-12-09,版权运营专业人员
海运销售,2-06-07-01,国际商务专业人员
海运销售和价格专员,2-06-07-01,国际商务专业人员
海骏物流招聘水/空/陆运操作,4-02-06-03,物流服务师L
涂层销售总监,2-06-07-02,市场营销专业人员
涂布机长,6-30-05-05,挖掘铲运和桩工机械司机
涂料/表面处理研发工程师,2-02-30-09,数据分析处理工程技术人员S
涂料销售经理,2-06-07-02,市场营销专业人员
涂装E站人事文员（四川宜宾）,3-01-01-01,行政办事员
消杀员,4-14-04-02,消毒员
消毒员,4-14-04-02,消毒员
消防专员（朝阳馆、顺义馆）,3-02-03-04,消防安全管理员
消防中控员,3-02-03-04,消防安全管理员
消防中控员（住宅项目）,3-02-03-04,消防安全管理员
消防产品销售经理,2-06-07-02,市场营销专业人员
消防保安8000/月,4-07-05-01,保安员
消防安全员,3-02-03-04,消防安全管理员
消防工程师,2-02-28-02,消防工程技术人员
消防工程项目管理人员,2-02-28-02,消防工程技术人员
消防报警产品销售经理,2-06-07-02,市场营销专业人员
消防施工员,6-29-02-00,土木工程建筑施工人员
消防施工项目经理,2-02-18-02,土木建筑工程技术人员
消防监控员-桂林,3-02-03-04,消防安全管理员
消防维保员,3-02-03-04,消防安全管理员
消防维保工程师,2-02-28-02,消防工程技术人员
消防维保技术员,2-02-28-02,消防工程技术人员
消防评估检测部经理,3-02-03-04,消防安全管理员
消防驻场维保技术员,3-02-03-04,消防安全管理员
涟水欧焙拉蛋糕店招聘蛋糕/裱花师,6-02-01-02,糕点装饰师
润东招聘货运司机,4-02-02-02,道路货运汽车驾驶员L
润泽华洋酒店招聘电工,6-31-01-03,电工
润滑油出口贸易经理,2-06-07-01,国际商务专业人员
液体化学品船 商务经理,2-06-07-00,商务专业人员
液奶西南营销总部南充区域营销代表-遂宁射洪,4-01-02-01,营销员
涵江区涵西徐新建...招聘后厨,4-03-02-01,中式烹调师
涿州里合庄餐饮服务店招聘服务员,4-03-02-05,餐厅服务员
淄博分公司-财富客户部-客户经理G00688,4-05-01-03,银行客户业务员
淄博张店大型房产项目招聘成熟策划师1名,4-06-02-01,房地产经纪人
淄博润源消防工程招聘消防维保员,3-02-03-04,消防安全管理员
淄博祺铄餐饮管理服务招聘西餐厨师,4-03-02-03,西式烹调师
淄博霖东装饰工程招聘收银,4-01-02-04,收银员
淄博高薪办公室续费专员/包吃 五险一金,4-04-05-03,呼叫中心服务员
淘宝/天猫运营助理,4-01-06-01,电子商务师S
淘宝88VIP客服,4-01-06-02,互联网营销师S
淘宝天猫拼多多运营,4-01-06-01,电子商务师S
淘宝天猫运营,4-01-06-01,电子商务师S
淘宝客服,4-01-06-02,互联网营销师S
淘宝客服/月休8天/不加班,4-01-06-02,互联网营销师S
淘宝平面模特（专业拍摄团队，全国接单）,4-07-07-03,模特
淘宝店铺（带货）,4-01-06-02,互联网营销师S
淘宝直播运营,4-01-06-01,电子商务师S
淘宝美工,2-09-06-01,视觉传达设计人员
淘宝运营,4-01-06-01,电子商务师S
淘宝运营专员,4-01-06-01,电子商务师S
淘宝运营总监,4-01-06-01,电子商务师S
淘宝配货打包员,4-02-06-02,理货员
淘宝销售客服,4-01-06-02,互联网营销师S
淮安区半糖奶茶饮品店招聘奶茶店店员,4-03-02-10,调饮师
淮安区胡凯威咖啡厅招聘咖啡师,4-03-02-08,咖啡师
淮安市淮安区同心...招聘蛋糕/裱花师,6-02-01-02,糕点装饰师
淮安斑马艺术招聘焊工,6-18-02-04,焊工
深光科技招聘供应链经理,2-06-07-02,市场营销专业人员
深加工销售（煮蛋/冷冻蛋糕）,6-02-01-02,糕点装饰师
深化设计主管,4-08-08-07,室内装饰设计师
深化设计师,4-08-08-07,室内装饰设计师
深圳中核凯利餐饮管理招聘后厨,4-03-02-01,中式烹调师
深圳天缘烘焙有限公司招聘蛋糕/裱花师,6-02-01-02,糕点装饰师
深圳失业救济站，保底1万，不限经验,2-06-01-00,经济专业人员
深圳市威迈精密机械招聘车工,6-18-01-01,车工
深圳市宝安区添禄...招聘后厨,4-03-02-01,中式烹调师
深圳市荣源木业招聘锅炉工,6-28-01-11,锅炉操作工
深圳市鑫正光五金制品招聘折弯工,6-18-01-05,镗工
深圳春海办公设备招聘电脑/打印机维修,4-12-03-02,家用电子产品维修工
深圳营销管培生薪资8-9k+新人无业绩考核+提供住宿,4-01-02-01,营销员
深度学习算法工程师,2-02-38-01,人工智能工程技术人员S
淳宏招聘水/空/陆运操作,6-28-02-07,风机操作工
混元大模型强化学习算法研究员-北京深圳,2-02-38-01,人工智能工程技术人员S
清城区项目行政主管 /双休/五险一金,2-06-08-01,人力资源管理专业人员
清徐县阿姨饮品店招聘奶茶店店员,4-03-02-10,调饮师
清河区拉瓦麸蛋糕...招聘蛋糕/裱花师,6-02-01-02,糕点装饰师
清洁工,6-11-01-05,工业清洗工
清洁煮饭阿姨,6-11-10-05,口腔清洁剂制造工
清洗工,6-11-01-05,工业清洗工
清远市清城区隆泉...招聘切割工,6-18-02-05,机械加工材料切割工
清远驻厂调度,2-02-30-01,工业工程技术人员
渔陈酒楼招聘烧烤师傅,4-03-02-01,中式烹调师
渗透测试工程师,2-02-10-07,信息安全工程技术人员S
渠道专员,2-06-12-03,专利管理专业人员
渠道业务员,2-06-07-02,市场营销专业人员
渠道主任（白酒）,2-06-07-02,市场营销专业人员
渠道主管/经理(甘肃),2-06-07-02,市场营销专业人员
渠道公关,3-01-02-03,公关员
渠道区域经理,2-06-07-02,市场营销专业人员
渠道区域经理（可兼职）,2-06-07-02,市场营销专业人员
渠道商务专员,2-06-07-00,商务专业人员
渠道招商,2-06-07-03,商务策划专业人员
渠道招商专员（提供住宿）,2-06-07-03,商务策划专业人员
渠道经理,2-06-07-02,市场营销专业人员
渠道经理【驻地】,2-06-07-02,市场营销专业人员
渠道经理（日照）,2-06-07-02,市场营销专业人员
渠道营销主管,2-06-07-02,市场营销专业人员
渠道运营岗,2-06-07-02,市场营销专业人员
渠道销售,2-06-07-02,市场营销专业人员
渠道销售-大连-瓦房店,2-06-07-02,市场营销专业人员
渠道销售.门店销售,2-06-07-02,市场营销专业人员
渠道销售业务员,2-06-07-02,市场营销专业人员
渠道销售主管-高值耗材,2-06-07-02,市场营销专业人员
渠道销售代表,2-06-07-02,市场营销专业人员
渠道销售总监,2-06-07-02,市场营销专业人员
渠道销售总监（经销商）,2-06-07-02,市场营销专业人员
渠道销售经理,2-06-07-02,市场营销专业人员
渠道销售经理 BD经理 软件行业 五险一金,2-06-07-04,品牌专业人员
渠道销售经理（杭州、福建、湖南、湖北、重庆、广西、云南等）,2-06-07-02,市场营销专业人员
渠道销售（驻省内省外业务）无责底薪4000承担住宿,2-06-07-02,市场营销专业人员
温州9k国企办公室销售 五险一金+早午餐,4-01-02-00,销售人员
温州新城肯德基楼面经理（五险一金）,1-06-01-02,企业经理
渭南地区经理县区经理,1-06-01-02,企业经理
港航业务一、二级工程师,2-02-18-09,港口与航道工程技术人员
渲染业务（云计算）销售经理（成都、重庆、武汉、广州、深圳、苏州、徐州）,2-06-07-02,市场营销专业人员
游乐设备产品项目经理,2-02-34-01,产品设计工程技术人员
游乐设备操作员,6-03-03-01,烟机设备操作工
游戏3D场景模型师,2-09-06-07,数字媒体艺术专业人员S
游戏3d场景模型师（建筑/道具植物/FPS类型）,2-09-06-07,数字媒体艺术专业人员S
游戏UI视觉设计师，入职缴纳五险一金,2-09-06-07,数字媒体艺术专业人员S
游戏UI设计师,2-09-06-07,数字媒体艺术专业人员S
游戏cocos客户端主程,2-09-06-07,数字媒体艺术专业人员S
游戏主播,4-14-05-07,电子竞技员S
游戏代练员,4-14-05-07,电子竞技员S
游戏充值客服,4-04-05-03,呼叫中心服务员
游戏内容审核,4-08-08-29,桌面游戏设计师S
游戏动效设计师,2-09-06-07,数字媒体艺术专业人员S
游戏客户端开发工程师,2-09-06-07,数字媒体艺术专业人员S
游戏客服,4-04-05-03,呼叫中心服务员
游戏客服-打字就行,3-01-02-05,打字员
游戏广告优化师,4-08-08-08,广告设计师
游戏开发工程师,2-09-06-07,数字媒体艺术专业人员S
游戏技术美术,2-09-06-07,数字媒体艺术专业人员S
游戏推广,2-06-07-04,品牌专业人员
游戏操作员,4-08-08-29,桌面游戏设计师S
游戏测试专员,4-08-08-29,桌面游戏设计师S
游戏测试工程师,4-08-08-29,桌面游戏设计师S
游戏测试工程师QA,4-08-08-29,桌面游戏设计师S
游戏特效,2-09-06-07,数字媒体艺术专业人员S
游戏特效-一人之下-深圳,2-09-06-07,数字媒体艺术专业人员S
游戏表现策划,4-08-08-29,桌面游戏设计师S
游戏讲解员,4-13-01-05,全媒体运营师S
游戏设计开发助理,4-08-08-29,桌面游戏设计师S
游戏运营,4-13-01-05,全媒体运营师S
游戏运营专员,4-13-01-05,全媒体运营师S
游戏陪练,4-14-05-07,电子竞技员S
游泳健身会籍顾问,4-14-05-04,康乐服务员
游泳救生员,4-14-05-03,游泳救生员
游泳教练,4-14-05-01,社会体育指导员
游泳教练救生员,4-14-05-01,社会体育指导员
游泳池救生员,4-14-05-03,游泳救生员
湖北创科炫科技招聘面点师,4-03-02-02,中式面点师
湖北奥莱斯轮胎招聘锅炉工,6-28-01-11,锅炉操作工
湖北新慧铭重工招聘电工,6-31-01-03,电工
湖北省优尼克托儿...招聘厨师,4-03-02-01,中式烹调师
湖北荆武汉、荆门、孝感、荆州招临床销售代表,4-01-05-02,医药商品购销员
湖北销售主管,2-06-07-02,市场营销专业人员
湖南优丽招聘质量管理/测试,2-02-29-03,质量管理工程技术人员
湖南振泰实业有限公司招聘焊工,6-18-02-04,焊工
湖南晴川餐饮管理...招聘后厨,4-03-02-01,中式烹调师
湖南省（郴州永州）医药销售/招商地区经理（北京药企）,2-06-07-03,商务策划专业人员
湖南餐饮业务员30名--长沙/株洲/岳阳/衡阳/郴州,4-03-02-00,餐饮服务人员
湖州创迪机电科技招聘车工,6-18-01-01,车工
湖州齐创消防工程技术招聘消防中控员,3-02-03-04,消防安全管理员
湖美农业科技招聘店员/营业员,4-01-02-03,商品营业员
湘伴法律加盟招募令,2-07-09-00,法律顾问
湘派厨嫂餐饮招聘服务员,4-03-02-05,餐厅服务员
湘潭9K平安车险续费专员+五险一金,4-05-03-02,保险保全员
湘潭市岳塘区沫沏...招聘奶茶店店员,4-03-02-10,调饮师
湘菜厨师长,4-03-02-01,中式烹调师
湾岸汽车招聘机修工,4-12-01-01,汽车维修工
湾新区黑蛋子餐厅招聘服务员,4-03-02-05,餐厅服务员
湿法设备售后服务工程师,4-07-02-03,客户服务管理员
源自优然生鲜商贸...招聘配送员,4-10-08-01,网约配送员
滁州市南谯区贝缘...招聘收银,4-01-02-04,收银员
滁州市爱斯蜜餐饮服务招聘后厨,4-03-02-01,中式烹调师
滁州开发区虾吃虾...招聘洗碗工,4-03-02-05,餐厅服务员
滔博运动导购员月入五千有五险,4-01-02-03,商品营业员
滕州市鲁滕甜拉奶...招聘奶茶店店员,4-03-02-10,调饮师
滨州开电四轮景区巡逻保安,4-07-05-01,保安员
滨海新城吾悦商业管理招聘商场运营,2-06-07-02,市场营销专业人员
滨湖区贝之果面包...招聘蛋糕/裱花师,6-02-01-02,糕点装饰师
滴滴司机驾驶员,4-02-02-01,客运车辆驾驶员L
滴滴官方网约车司机全职兼职招聘有补贴,4-02-02-01,客运车辆驾驶员L
滴滴快乘语音客服代表+无销售+五险,4-04-05-03,呼叫中心服务员
滴滴网约车司机日结,4-02-02-01,客运车辆驾驶员L
演出管理主管,6-29-03-04,管工
演员/配音员,2-09-02-02,电影电视演员
漫画上色助手,4-08-08-04,色彩搭配师
漫画文案,2-10-02-01,文字编辑
漫画精草画手,4-13-02-02,动画制作员
漯河蚂蚁家居有限公司招聘木工,6-06-03-01,手工木工
漳州市芗城区旧福...招聘磨工,6-18-01-04,磨工
漳州高薪12000元招聘焊工，油漆工。生熟手都可以。,6-18-02-04,焊工
潍坊市艾家水电安...招聘水电工,6-31-01-10,机电设备维修工
潍坊高新区匠心校...招聘洗碗工,4-03-02-05,餐厅服务员
潍城在线客服稳定4K无销售不加班M,4-04-05-03,呼叫中心服务员
潘腾铜艺招聘氩弧焊工,6-18-02-04,焊工
潜力少年特殊教育学校招聘保安,4-07-05-01,保安员
潮星物业招聘保安,4-07-05-01,保安员
潮牌服饰模特,4-07-07-03,模特
澄迈OTC医药代表,2-06-07-07,医药代表
澄迈老城旭东西餐厅招聘服务员,4-03-02-05,餐厅服务员
澧县欢乐城地下街男装导购,4-01-02-03,商品营业员
澳洲留学顾问,4-13-04-00,教育服务人员
激光切管机,6-25-04-04,激光设备安装调试员
激光焊接工艺工程师,2-02-07-09,焊接工程技术人员
激光焊接高级工程师 (MJ001141),2-02-07-09,焊接工程技术人员
激励咨询师,2-07-11-03,心理咨询师
濉溪县城南于振麻...招聘传菜员,4-03-02-05,餐厅服务员
濛阳仓库组长,5-05-03-03,太阳能利用工L
灌云摄影助理,2-09-05-05,摄影家
火花思维线下课教师,2-08-99-00,其他教学人员
火锅切配,4-03-02-05,餐厅服务员
火锅店切配,4-03-02-05,餐厅服务员
火锅店厨师长,4-03-02-01,中式烹调师
火锅配菜,4-03-02-00,餐饮服务人员
灯光师,2-09-04-01,灯光师
灯光师/灯光技术/工程师/技术经理/灯光设计,2-09-04-01,灯光师
灿全招聘木工,6-06-03-01,手工木工
烘焙渠道区域经理销售岗 (会裱花优先）,2-06-07-02,市场营销专业人员
烘焙生产主管,6-02-01-01,糕点面包烘焙师
烟台华贤建筑工程安装招聘水电工,6-29-03-02,电气设备安装工
烟台食品加工设备招聘焊工,6-18-02-04,焊工
烤肉店切配、学徒（快速晋升通道，包吃住）,4-03-02-05,餐厅服务员
烧饭保洁阿姨,4-09-08-01,保洁员L
热仿真工程师,2-02-18-06,城镇燃气与供热工程技术人员L
热泵海外销售总监,2-06-07-02,市场营销专业人员
热爱游戏 永久保底推广,2-06-07-04,品牌专业人员
热线客服专员,4-04-05-03,呼叫中心服务员
热线客服交五险,4-04-05-03,呼叫中心服务员
热设计工程师,2-02-18-06,城镇燃气与供热工程技术人员L
热设计工程师G00531,2-02-18-06,城镇燃气与供热工程技术人员L
烽之路网约车招聘网约车司机,4-02-02-01,客运车辆驾驶员L
焊丝机械助理工程师,2-02-07-09,焊接工程技术人员
焊接工程师,2-02-07-09,焊接工程技术人员
焊接工艺员,2-02-07-09,焊接工程技术人员
焊管调试班长,6-18-02-04,焊工
焦作文化巷服装导购4k-8k,4-01-02-03,商品营业员
焱鑫烧烤招聘洗碗工,4-03-02-05,餐厅服务员
煤炭专员（宁夏银川）,6-15-07-01,炭素煅烧工
煤炭业务员,6-15-07-01,炭素煅烧工
煤炭物流销售开发乌海,4-01-02-01,营销员
煤矿设备销售（长治）,4-01-02-01,营销员
照明设计,4-08-08-19,照明设计师
照明设计师,4-08-08-19,照明设计师
照明项目管理专员,2-02-11-03,光源与照明工程技术人员
熟调销售业务代表（信阳）,4-01-02-01,营销员
熟食导购,4-01-02-03,商品营业员
燃厚有限公司招聘面点师,4-03-02-02,中式面点师
燃料油大客户销售总监,2-06-07-02,市场营销专业人员
燃油系统工程师,2-02-07-11,汽车工程技术人员L
爆单啦/急招配送员/有现金补贴,,配音
爆破工程师,6-29-02-07,爆破工
爬虫开发工程师(兼职),2-02-38-03,大数据工程技术人员S
爬虫数据采集工程师,2-02-38-03,大数据工程技术人员S
爱回家电子商务招聘木工,6-06-03-01,手工木工
爱客天天超市非食主管,4-04-03-01,广播电视天线工
爱家-文员岗（杭州市）,3-01-02-05,打字员
爱瞳世家招聘店员/营业员,4-01-02-03,商品营业员
片区/项目营销经理,2-06-07-02,市场营销专业人员
片区主管多名——（青岛/黄岛/潍坊）,4-09-04-00,灌区管理工
片区总监,2-07-01-00,监察人员
片区经理,1-06-01-02,企业经理
片区销售经理,2-06-07-02,市场营销专业人员
牙科医生,2-05-01-07,口腔科医师
牙科配台护士,2-05-08-07,口腔科护士
牛牛道餐饮店招聘后厨,4-03-02-01,中式烹调师
物业主管,2-06-07-10,物业经营管理专业人员
物业主管(物业-西南区域公司）-[057318],2-06-07-10,物业经营管理专业人员
物业主管（上海-临港）,2-06-07-10,物业经营管理专业人员
物业人力主管/经理（长沙）,2-06-07-10,物业经营管理专业人员
物业会计,2-06-03-00,会计专业人员
物业保安,4-07-05-01,保安员
物业保安员,4-07-05-01,保安员
物业保洁主管,4-09-08-01,保洁员L
物业保洁员,4-09-08-01,保洁员L
物业保洁经理,2-06-07-10,物业经营管理专业人员
物业公司总经理,2-06-07-10,物业经营管理专业人员
物业前台,4-06-01-01,物业管理师
物业前台客服,4-06-01-01,物业管理师
物业前台客服（保利叶语）,4-06-01-01,物业管理师
物业副总经理（存量）,2-06-07-10,物业经营管理专业人员
物业副经理,2-06-07-10,物业经营管理专业人员
物业品控主管,2-06-07-10,物业经营管理专业人员
物业学生公寓管理员,4-06-01-01,物业管理师
物业安全管理员,4-07-05-01,保安员
物业客服,4-06-01-01,物业管理师
物业客服主管,2-06-07-10,物业经营管理专业人员
物业客服主管-宣城,2-06-07-10,物业经营管理专业人员
物业客服前台,4-06-01-01,物业管理师
物业客服前台（关山大道）,4-06-01-01,物业管理师
物业客服前台（碧桂园天玺湾）,4-06-01-01,物业管理师
物业客服助理（颐景湾畔）,4-06-01-01,物业管理师
物业客服管家,4-06-01-01,物业管理师
物业客服管家（五险一金、泰兴）,4-06-01-01,物业管理师
物业客服管家（龙湖煌盛春江天玺）,4-06-01-01,物业管理师
物业客服经理（包住+晋升）,2-06-07-10,物业经营管理专业人员
物业工程主管,2-02-07-04,设备工程技术人员
物业工程主管（绵阳）,2-02-07-04,设备工程技术人员
物业工程技工（都匀）,2-02-07-04,设备工程技术人员
物业工程经理,2-02-07-04,设备工程技术人员
物业工程维修,2-02-07-04,设备工程技术人员
物业工程维修技工,6-31-01-10,机电设备维修工
物业市场专员,2-06-07-02,市场营销专业人员
物业市场开发总监,2-06-07-02,市场营销专业人员
物业市场经理,2-06-07-02,市场营销专业人员
物业收费员,4-01-02-04,收银员
物业收银员,4-01-02-04,收银员
物业楼宇管家,4-06-01-04,智能楼宇管理员S
物业楼栋管家,4-06-01-04,智能楼宇管理员S
物业水电工实习生/应届生,6-31-01-10,机电设备维修工
物业水电工（小区维修工）,6-31-01-10,机电设备维修工
物业水电维修,6-31-01-10,机电设备维修工
物业水电维修人员,6-31-01-10,机电设备维修工
物业消控员（宁波片区）,3-02-03-05,消防监督检查员
物业消防监控员,3-02-03-04,消防安全管理员
物业电工,6-31-01-03,电工
物业监控员,4-06-01-01,物业管理师
物业秩序主管,4-06-01-01,物业管理师
物业秩序员,4-06-01-01,物业管理师
物业管家,4-06-01-01,物业管理师
物业管家主管（双休五险一金）,4-06-01-01,物业管理师
物业管家岗(J10109),4-06-01-01,物业管理师
物业管家（五险一金、万科金色梦想）,4-06-01-01,物业管理师
物业管家（燕南）,4-06-01-01,物业管理师
物业经理,2-06-07-10,物业经营管理专业人员
物业经理/副总监,2-06-07-10,物业经营管理专业人员
物业经纪人,4-06-01-01,物业管理师
物业维修,6-31-01-00,机械设备修理人员
物业维修主管/工程主管,2-02-07-04,设备工程技术人员
物业维修员,6-31-01-00,机械设备修理人员
物业维修工,6-31-01-00,机械设备修理人员
物业维修技工,6-31-01-00,机械设备修理人员
物业维修电工,6-31-01-10,机电设备维修工
物业综合维修,6-31-01-00,机械设备修理人员
物业综合维修工,6-31-01-00,机械设备修理人员
物业诚招采购员,2-06-07-15,招标采购专业人员
物业运营专员,2-06-07-10,物业经营管理专业人员
物业运营主管,2-06-07-10,物业经营管理专业人员
物业运营总监,2-06-07-10,物业经营管理专业人员
物业运营经理/主管,2-06-07-10,物业经营管理专业人员
物业配电运行,6-31-01-10,机电设备维修工
物业项目主管,2-06-07-10,物业经营管理专业人员
物业项目保安主管,4-07-05-01,保安员
物业项目副经理,2-06-07-10,物业经营管理专业人员
物业项目经理,2-06-07-10,物业经营管理专业人员
物业项目经理（工厂）,2-06-07-10,物业经营管理专业人员
物业项目经理（新乡）,2-06-07-10,物业经营管理专业人员
物业项目负责人,2-06-07-10,物业经营管理专业人员
物业顾问,4-06-01-01,物业管理师
物化教师,2-08-02-00,中小学教师
物控主管,6-11-01-06,腐蚀控制工
物料员,6-30-03-03,航空油料员
物料采购专员,4-01-01-00,采购员
物流专员,4-02-07-09,快件处理员
物流专员(J10854),4-02-07-09,快件处理员
物流专员-国际物流,4-02-07-10,国际快递业务师
物流专员-贺州,4-02-07-09,快件处理员
物流专员/助理,4-02-07-09,快件处理员
物流专员（徐州鼓楼）,4-02-07-09,快件处理员
物流专员（数据分析）(J13123),4-02-07-11,快递站点管理师
物流中心储备管理干部,2-02-30-02,物流工程技术人员L/S
物流主管,2-02-30-02,物流工程技术人员L/S
物流仓储经理,2-02-30-02,物流工程技术人员L/S
物流仓库分拣260一天,4-02-07-09,快件处理员
物流信息化产品经理,4-04-04-03,信息通信信息化系统管理员S
物流分拣五险一金包住月8000,4-02-07-09,快件处理员
物流分拣员,4-02-07-09,快件处理员
物流司机,4-02-02-02,道路货运汽车驾驶员L
物流商务经理,2-02-30-02,物流工程技术人员L/S
物流园仓库直招送货司机C,4-02-02-02,道路货运汽车驾驶员L
物流园总监,2-02-30-02,物流工程技术人员L/S
物流客服,4-04-05-03,呼叫中心服务员
物流客服 电话客服,4-04-05-03,呼叫中心服务员
物流客服主管,4-04-05-03,呼叫中心服务员
物流小件分拣包装+白班坐岗,4-02-07-09,快件处理员
物流工程师,2-02-30-02,物流工程技术人员L/S
物流市场经理,2-02-30-02,物流工程技术人员L/S
物流接受无经验+包吃住,4-02-07-09,快件处理员
物流接听客服3500-6500【不销售】,4-04-05-03,呼叫中心服务员
物流操作员,4-02-07-09,快件处理员
物流数据线分拣员月8K,4-02-07-09,快件处理员
物流管培生,4-02-06-03,物流服务师L
物流经理,2-02-30-02,物流工程技术人员L/S
物流装卸工、码车工,4-02-05-01,装卸搬运工
物流规划岗(A184009),4-02-06-03,物流服务师L
物流调度,4-02-06-03,物流服务师L
物流运营专员（包住）,4-02-06-03,物流服务师L
物流运营（资深运营管理员）,4-02-06-03,物流服务师L
物流运输配送助理,2-02-30-02,物流工程技术人员L/S
物流送货司机,4-02-02-02,道路货运汽车驾驶员L
物流送货员,4-10-08-01,网约配送员
物流部主管,2-02-30-02,物流工程技术人员L/S
物流配送,4-10-08-01,网约配送员
物流配送下班可日结,4-10-08-01,网约配送员
物流配送员,4-10-08-01,网约配送员
物流销售专家,2-06-07-02,市场营销专业人员
物流销售经理,2-06-07-02,市场营销专业人员
物理,6-31-03-02,物理性能检验员
物理层开发高级工程师 (MJ000530),2-02-10-01,通信工程技术人员S
物理特效（特效道具、特效化妆）双师型教师,2-09-04-04,化妆师
物联网工程（大连）,2-02-38-02,物联网工程技术人员S
物资部长,4-05-05-02,资产管理师
物资配套,3-01-02-08,后勤管理员
牵引车司机,6-30-01-00,专用车辆驾驶员
特气工程师,2-02-06-00,化工工程技术人员
特种设备操作技术员,2-02-07-10,特种设备管理和应用工程技术人员
独立律师,2-07-04-00,律师
独立站运营,2-06-07-03,商务策划专业人员
狮王口腔招聘体系审核员,2-06-09-04,信贷审核专业人员
猪场饲养员,5-03-02-02,家禽饲养员
猪料销售经理,2-06-07-02,市场营销专业人员
玉林市玉东新区旺...招聘奶茶店店员,4-03-02-10,调饮师
玉林市玉州区百成...招聘奶茶店店员,4-03-02-10,调饮师
玉溪精维空调售后招聘空调工,6-29-03-05,制冷空调系统安装维修工
玉环储备经理储备干部管培生,2-00-00-00,专业技术人员
玉米种销售经理,2-06-07-02,市场营销专业人员
玉米采购经理,4-01-05-01,农产品购销员
玉雕师,6-11-10-07,调香师
王者荣耀游戏主播,4-14-05-07,电子竞技员S
王连会烘焙坊招聘面包/烘焙师,6-02-01-01,糕点面包烘焙师
玖玖六配送招聘送餐员,4-10-08-01,网约配送员
玛氏箭牌-地区销售高级代表-晋中,2-06-07-02,市场营销专业人员
玩家运营,2-06-07-02,市场营销专业人员
环保助理工程师,2-02-27-00,环境保护工程技术人员
环保合规专家,2-06-10-02,保险核保专业人员
环保工程师,2-02-27-00,环境保护工程技术人员
环保采样员,2-02-27-01,环境监测工程技术人员L
环保销售区域总代,2-06-07-02,市场营销专业人员
环保销售经理,2-06-07-02,市场营销专业人员
环境工程师,2-02-27-00,环境保护工程技术人员
环境影响评价工程师,2-02-27-03,环境影响评价工程技术人员L
环境检测销售工程师/主管/经理,2-02-27-01,环境监测工程技术人员L
环境采样工程师,2-02-27-01,环境监测工程技术人员L
环翠区盛荣豆捞酒店招聘凉菜厨师,4-03-02-01,中式烹调师
环艺设计师,2-09-06-04,环境设计人员
环评工程师,2-02-27-03,环境影响评价工程技术人员L
环评技术人员,2-02-27-03,环境影响评价工程技术人员L
环评编制人员,2-09-06-04,环境设计人员
现代红娘(线上兼职),4-04-03-02,广播电视机线员
现场QA,4-02-04-05,机场场务员
现场咨询,2-07-11-03,心理咨询师
现场工长,4-08-10-02,化工生产现场技术员
现场施工负责人,6-29-02-00,土木工程建筑施工人员
现场服务技术员（玖龙）,4-04-05-07,服务机器人应用技术员S
现场物流主管,4-06-01-01,物业管理师
现场管理员,4-07-06-03,市场管理员
现场设计助理,4-08-08-00,专业化设计服务人员
现场跟踪审计员,2-06-04-00,审计专业人员
现场销售,4-01-02-00,销售人员
现场项目经理,2-02-30-04,项目管理工程技术人员
现货交易员,4-01-03-03,易货师
现金出纳,2-06-03-00,会计专业人员
珠宝导购,4-01-02-03,商品营业员
珠宝店长,2-02-30-03,战略规划与管理工程技术人员
珠宝店长/店助,2-02-30-03,战略规划与管理工程技术人员
珠宝设计,4-08-08-11,首饰设计师
珠宝销售,4-01-02-03,商品营业员
珠宝销售专员,4-01-02-03,商品营业员
珠宝顾问,4-08-05-03,贵金属首饰与宝玉石检测员
珠宝顾问-六盘水,4-09-03-00,水土保持员L
珠海值机员自由轻松300一天,4-02-04-06,无人机驾驶员
珠海湾一号收银员,4-01-02-04,收银员
珠海西木优选供应链招聘理货员,4-02-06-02,理货员
班组长,6-28-01-14,变配电运行值班员
理化分析员,2-02-30-09,数据分析处理工程技术人员S
理化工程师,2-02-06-00,化工工程技术人员
理发师,4-10-03-02,美发师
理疗师,2-05-07-14,心理治疗技师
理疗师学徒,2-08-02-04,小学教师
