input,csco_code,csco_name,similarity,expected_code,expected_name
电力工程项目经理,2021200,电力工程技术人员,0.847000795745104,2021200,电力工程技术人员
电力工程项目经理,2021200,电力工程技术人员,0.847000795745104,2021200,电力工程技术人员
电力工程预算员,4110100,电力供应服务人员,0.7684548297369783,2021200,电力工程技术人员
电力施工员,2021200,电力工程技术人员,0.952457115246227,6290211,电力电缆安装运维工
电力检测销售主管,4080507,电子电气产品检验员L,0.8213297724526806,4080507,电子电气产品检验员L
电力电子软件工程师,2020900,电子工程技术人员,0.8918028699967285,2021003,计算机软件工程技术人员S
电力电网行业经理,4110100,电力供应服务人员,0.8672462169314942,1060102,企业经理
电力运维工程师,2021101,电工电器工程技术人员,0.9560364857756972,2021202,供用电工程技术人员L
电力销售,4110102,电力交易员,0.8611470402679774,4010201,营销员
电力销售代表灵活打卡,4110100,电力供应服务人员,0.7479818917785584,4010201,营销员
电力预算实习生,4110100,电力供应服务人员,0.7290003861592353,6290211,电力电缆安装运维工
电动工具产品经理,6200604,电动工具制造工,0.8638639185770256,2023401,产品设计工程技术人员
电动车送货员,4020202,道路货运汽车驾驶员L,0.8534052813406391,6230402,自行车与电动自行车装配工
电吹风结构工程师吹风机电夹板经验优先,6240000,电气机械和器材制造人员,0.7701382478287054,2021101,电工电器工程技术人员
电商专员助理接受实习生,3010200,行政事务处理人员,0.7687971490899285,4010601,电子商务师S
电商主播助理,4010602,互联网营销师S,0.8536288199493872,4010602,互联网营销师S
电商互联网招募专员,4010201,营销员,0.8076529976350333,4010601,电子商务师S
电商产品经理,4010206,连锁经营管理师,0.9999999999999154,2023401,产品设计工程技术人员
电商产品运营,4010200,销售人员,0.8241283403327725,4010601,电子商务师S
电商产品运营专员,4010601,电子商务师S,0.9353259319700727,4010601,电子商务师S
电商人事主管,4010206,连锁经营管理师,0.9219974616409043,2060801,人力资源管理专业人员
电商仓库打包发货员,4010000,批发与零售服务人员,0.8492420731758233,4020709,快件处理员
电商仓库文员仓库管理员,4020601,仓储管理员,0.918653770842454,4020601,仓储管理员
电商会计,2060300,会计专业人员,0.8087229585331254,2060300,会计专业人员
电商入库,4010601,电子商务师S,0.8292445611149317,4020709,快件处理员
电商助理,4010201,营销员,0.9100665941309495,4010601,电子商务师S
电商品牌合伙人,4010206,连锁经营管理师,0.8188980215575783,2060704,品牌专业人员
电商售前售后客服,4040503,呼叫中心服务员,0.8866888964944128,4010602,互联网营销师S
电商售前客服专员,4010601,电子商务师S,0.9039368498751893,4010602,互联网营销师S
电商售前打字客服,4040503,呼叫中心服务员,0.8419313915370874,4010602,互联网营销师S
电商售后,4010200,销售人员,0.8642982980708632,4070203,客户服务管理员
电商在线客服稳定,4010600,电子商务服务人员,0.6943721513374574,4010602,互联网营销师S
电商客服,4040503,呼叫中心服务员,0.9029713747480141,4010602,互联网营销师S
电商客服  天猫客服   销售客服,4010203,商品营业员,0.8745784096898946,4010602,互联网营销师S
电商客服专员,4010601,电子商务师S,0.9448251431243865,4010602,互联网营销师S
电商客服专员夜班,4010600,电子商务服务人员,0.7965365999041064,4010602,互联网营销师S
电商客服主管,4010601,电子商务师S,0.9294451703936205,4010602,互联网营销师S
电商客服主管经理,4010206,连锁经营管理师,0.9175458475078321,4010602,互联网营销师S
电商客服售后主管,4010201,营销员,0.9025029550043571,4010602,互联网营销师S
电商客服淘宝拼多多,4010600,电子商务服务人员,0.7612799215022593,4010602,互联网营销师S
电商客服氛围好大平台,4010600,电子商务服务人员,0.6987143189287799,4010602,互联网营销师S
电商平台运营,4010600,电子商务服务人员,0.7916393411035116,4010601,电子商务师S
电商平台运营专员,4010601,电子商务师S,0.9098183125039621,4010601,电子商务师S
电商平面设计助理,4080800,专业化设计服务人员,0.8406339471332438,2090607,数字媒体艺术专业人员S
电商平面设计师实习,4010601,电子商务师S,0.824009409362392,2090607,数字媒体艺术专业人员S
电商打包,4010601,电子商务师S,0.801166920499629,4020602,理货员
电商打包专员,4010601,电子商务师S,0.9707023932399493,4020602,理货员
电商打包员,4010601,电子商务师S,0.9208679000792953,4020602,理货员
电商打包工,4010601,电子商务师S,0.8890444070451244,4020602,理货员
电商捡货员,4130105,全媒体运营师S,0.8676225618121195,4020602,理货员
电商摄影师,4080901,商业摄影师,0.928267436009846,4080901,商业摄影师
电商摄影美工,4080901,商业摄影师,0.8317386334228665,4080901,商业摄影师
电商淘宝客服,4010601,电子商务师S,0.9710965780580697,4010602,互联网营销师S
电商淘宝美工,4010601,电子商务师S,0.8779308895448918,2090601,视觉传达设计人员
电商物流专员,4020603,物流服务师L,0.9212362683769434,4020603,物流服务师L
电商直播助理,4010602,互联网营销师S,0.8993906976060202,4010602,互联网营销师S
电商直播运营,4010602,互联网营销师S,0.8644206479712014,4010601,电子商务师S
电商策划,4010201,营销员,0.8663041665528493,2060703,商务策划专业人员
电商线上运营销售,4010602,互联网营销师S,0.8756920859475735,4010601,电子商务师S
电商美工,4010601,电子商务师S,0.8988839190300181,2090607,数字媒体艺术专业人员S
电商美工平面设计,4010601,电子商务师S,0.8577596313322529,2090607,数字媒体艺术专业人员S
电商美工专员,4010601,电子商务师S,0.9649312310644736,2090607,数字媒体艺术专业人员S
电商美工主管,4010206,连锁经营管理师,0.9326877712252827,2090607,数字媒体艺术专业人员S
电商美工助理,4010201,营销员,0.8930342921916297,2090607,数字媒体艺术专业人员S
电商美工设计,4010601,电子商务师S,0.9009785344382607,2090607,数字媒体艺术专业人员S
电商美工设计投递简历附作品集,4010600,电子商务服务人员,0.6834336315288932,2090607,数字媒体艺术专业人员S
电商营销在线敲键盘,4010602,互联网营销师S,0.8213068388541718,4010602,互联网营销师S
电商设计,4010200,销售人员,0.788235134992369,2090607,数字媒体艺术专业人员S
电商运营,4010601,电子商务师S,0.8434262480410976,4010601,电子商务师S
电商运营专员,4010601,电子商务师S,0.972042155385357,4010601,电子商务师S
电商运营主管,4010601,电子商务师S,0.9578487955848165,4010601,电子商务师S
电商运营助理,4010201,营销员,0.8668259110185599,4010601,电子商务师S
电商运营助理不接受无经验,3010200,行政事务处理人员,0.6749598031151521,4010601,电子商务师S
电商运营助理天猫拼多多都需要,4010600,电子商务服务人员,0.7466005413567337,4010601,电子商务师S
电商运营总监,4010601,电子商务师S,0.9832708966890944,4010601,电子商务师S
电商运营经理,4010206,连锁经营管理师,0.9653420037142495,4010601,电子商务师S
电商运营京东天猫亚马逊,4010601,电子商务师S,0.8472332415216696,4010601,电子商务师S
电商运营,4010601,电子商务师S,0.8434262358987941,4010601,电子商务师S
电商销售客服,4040503,呼叫中心服务员,0.9177428820563288,4010602,互联网营销师S
电商项目合伙人,4010600,电子商务服务人员,0.7841942386331823,4010602,互联网营销师S
电器工程师,2021101,电工电器工程技术人员,0.9832474202636834,2021101,电工电器工程技术人员
电器店店长,4010206,连锁经营管理师,0.8885463399603528,2023003,战略规划与管理工程技术人员
电器装配 应届毕业生,2021203,变电工程技术人员L,0.820473908782435,6250407,电子设备装接工
电子产品测试助理,6250400,电子设备装配调试人员,0.7910056914060002,4080507,电子电气产品检验员L
电子产品测试工程师,2021002,计算机硬件工程技术人员,0.887220492770365,6250112,电子产品制版工
电子产品结构工程师,2020900,电子工程技术人员,0.9260713576099676,2020900,电子工程技术人员
电子元器件半导体销售工程师,2020902,电子元器件工程技术人员,0.8641898938109576,2020902,电子元器件工程技术人员
电子元器件销售工程师,2060702,市场营销专业人员,0.9062922142609142,2020902,电子元器件工程技术人员
电子厂三防漆喷涂技术员,2020603,化工生产工程技术人员,0.8327904101739554,6250116,电子绝缘与介质材料制造工
电子厂招普工,6250100,电子元件制造人员,0.8805978831704004,6250000,计算机、通信和其他电子设备制造人员
电子厂旺季招工一个月,2060000,经济和金融专业人员,0.5100301650270717,6250000,计算机、通信和其他电子设备制造人员
电子厂质检员,2023007,监理工程技术人员,0.8522368459565055,4080507,电子电气产品检验员L
电子商务,4010601,电子商务师S,0.858707019743743,4010601,电子商务师S
电子商务专员,4010601,电子商务师S,0.9705452403815829,4010601,电子商务师S
电子商务经理,4010206,连锁经营管理师,0.9381660938008728,4010601,电子商务师S
电子商务运营,4010601,电子商务师S,0.8262332300864949,4010601,电子商务师S
电子商务运营专员,4010601,电子商务师S,0.9289337134817208,4010601,电子商务师S
电子工程师,2020900,电子工程技术人员,0.999999999999853,2020900,电子工程技术人员
电子工程师经理,2020900,电子工程技术人员,0.8826411185909584,2020900,电子工程技术人员
电子开发工程师,2020900,电子工程技术人员,0.930430232783707,2020902,电子元器件工程技术人员
电子技术员,2020900,电子工程技术人员,0.9559665818395293,2020900,电子工程技术人员
电子技术员电子应用工程师,2020900,电子工程技术人员,0.9622129906854536,2020900,电子工程技术人员
电子数据助理,2021000,信息和通信工程技术人员,0.7867851524262838,2023800,数字技术工程技术人员
电子焊接操作工,2020709,焊接工程技术人员,0.9091061922616275,6180204,焊工
电子电器检测销售工程师,4080507,电子电气产品检验员L,0.8927601943014115,2020904,电子仪器与电子测量工程技术人员
电子电路工程师,2020900,电子工程技术人员,0.9366155313756582,2020902,电子元器件工程技术人员
电子研发工程师,2020900,电子工程技术人员,0.9864259051929787,2020902,电子元器件工程技术人员
电子硬件工程师 PCB设计方向,2023809,集成电路工程技术人员S,0.8838741016942548,2090607,数字媒体艺术专业人员S
电子维修技术员,6310110,机电设备维修工,0.9999999999999045,4120300,家用电子电器产品维修人员
电子采购专员,4010100,采购员,0.8528020975875927,4010100,采购员
电子采购员,2060702,市场营销专业人员,0.8902841029529378,4010100,采购员
电容焊施工员学徒,2021101,电工电器工程技术人员,0.9239440631355373,6180204,焊工
电工,6310103,电工,0.9999999999999102,6310103,电工
电影院服务员,4140504,康乐服务员,0.8259438657049428,4140504,康乐服务员
电影院检票员,4130205,电影放映员,0.8873208507495023,4140504,康乐服务员
电控工程师电力电子硬件,6290302,电气设备安装工,0.9123536768572392,2021101,电工电器工程技术人员
电机工程师,2021101,电工电器工程技术人员,0.9999999999998865,2021201,发电工程技术人员L
电机研发工程师,2021101,电工电器工程技术人员,0.9605868964412924,2021201,发电工程技术人员L
电机结构工程师无刷电机,6310100,机械设备修理人员,0.6283188701634089,2021201,发电工程技术人员L
电机设计工程师,2021101,电工电器工程技术人员,0.9763895421340143,2021100,电气工程技术人员
电机销售工程师,2023010,工程造价工程技术人员,0.8797816920317786,2021100,电气工程技术人员
电柜安装师傅,6250109,继电器制造工,0.8458274061836207,6290302,电气设备安装工
电梯销售经理,6290303,电梯安装维修工,0.8829894641858208,2060702,市场营销专业人员
电梯销售经理,6290303,电梯安装维修工,0.8829894641858208,2060702,市场营销专业人员
电气仪表工程师,2021101,电工电器工程技术人员,0.9594557864408962,2021101,电工电器工程技术人员
电气线束工程师,2021100,电气工程技术人员,0.9346918322155703,2021101,电工电器工程技术人员
电气自动化工程师,2021100,电气工程技术人员,0.9129488323327267,2020707,自动控制工程技术人员S
电气一体化,2021100,电气工程技术人员,0.823028241033686,2021101,电工电器工程技术人员
电气专业设计师,2021101,电工电器工程技术人员,0.9602884165671939,2021100,电气工程技术人员
电气元器件区域销售经理,4080507,电子电气产品检验员L,0.8347763451958512,2060702,市场营销专业人员
电气助理工程师,2021101,电工电器工程技术人员,0.8985205315448761,2021100,电气工程技术人员
电气助理工程师工作地点,2021101,电工电器工程技术人员,0.8808259602179861,2021100,电气工程技术人员
电气售后工程师,2021100,电气工程技术人员,0.9143698590094295,2021100,电气工程技术人员
电气售后技术支持工程师,4070203,客户服务管理员,0.8687435816534558,2021100,电气工程技术人员
电气安装工程师,2021100,电气工程技术人员,0.9714967901716621,6290302,电气设备安装工
电气工程师,2021100,电气工程技术人员,0.9999999999999052,2021100,电气工程技术人员
电气工程师项目工程师,2021100,电气工程技术人员,0.9631915865247775,2021100,电气工程技术人员
电气工艺工程师,2021100,电气工程技术人员,0.9842553407285355,4080826,工业设计工艺师S
电气工艺师中级,2021101,电工电器工程技术人员,0.9041177524257684,4080826,工业设计工艺师S
电气技工电工,2021101,电工电器工程技术人员,0.9644490801411921,2021100,电气工程技术人员
电气控制工程师,2021100,电气工程技术人员,0.9298819430029802,2021100,电气工程技术人员
电气柜装配工,6310107,电机检修工,0.854186800638193,6290302,电气设备安装工
电气测试工程师,2021100,电气工程技术人员,0.8736794921855038,2021101,电工电器工程技术人员
电气电路设计,2020902,电子元器件工程技术人员,0.960491690819382,2021101,电工电器工程技术人员
电气硬件工程师,2021002,计算机硬件工程技术人员,0.9333287052614464,2021101,电工电器工程技术人员
电气组装工,2021101,电工电器工程技术人员,0.9463479150424504,6290308,电力电气设备安装工
电气维修,6310108,变电设备检修工,0.8909398790244945,2021100,电气工程技术人员
电气维修工程师,2021100,电气工程技术人员,0.9334691155518956,2021100,电气工程技术人员
电气自动化工程师,2021100,电气工程技术人员,0.9129487357798326,2021101,电工电器工程技术人员
电气自动化工程师助理,6280114,变配电运行值班员,0.8456976623121486,2021101,电工电器工程技术人员
电气装配,2021100,电气工程技术人员,0.8842469487515,6290302,电气设备安装工
电气装配工,6290308,电力电气设备安装工,0.9334159942760041,6290302,电气设备安装工
电气设备工程师,2021100,电气工程技术人员,0.9671498076739324,2021101,电工电器工程技术人员
电气设计,2020902,电子元器件工程技术人员,0.9374547038486012,2021101,电工电器工程技术人员
电气设计员,2021101,电工电器工程技术人员,0.975891704484838,2021101,电工电器工程技术人员
电气设计工程师,2021101,电工电器工程技术人员,0.9999999999999051,2021101,电工电器工程技术人员
电气设计师,2021101,电工电器工程技术人员,0.9681368607135894,2021101,电工电器工程技术人员
电气设计师,2021101,电工电器工程技术人员,0.9681368607135894,2021101,电工电器工程技术人员
电气试验工程师8500轻松好耍,2021100,电气工程技术人员,0.7203203674839957,2021101,电工电器工程技术人员
电气调试员,6280114,变配电运行值班员,0.9213006432112887,2021101,电工电器工程技术人员
电气调试工程师,2021100,电气工程技术人员,0.9581694115730951,2021101,电工电器工程技术人员
电气销售工程师,2021100,电气工程技术人员,0.9156116100822264,2021100,电气工程技术人员
电气隔离开关工程师,2021100,电气工程技术人员,0.8321806295886564,2021101,电工电器工程技术人员
电池工程师,2021101,电工电器工程技术人员,0.9999999999999144,2021101,电工电器工程技术人员
电池研发工程师高工资深TOPCONHJTBC,6240400,电池制造工,0.7922332464459709,2021101,电工电器工程技术人员
电源技术员,2021201,发电工程技术人员L,0.9379606539450819,2021101,电工电器工程技术人员
电源研发工程师,2021200,电力工程技术人员,0.9283538090566248,2021101,电工电器工程技术人员
电源硬件工程师,2021002,计算机硬件工程技术人员,0.912139485055651,2021101,电工电器工程技术人员
电源硬件开发工程师,2021002,计算机硬件工程技术人员,0.8774695695306256,2021101,电工电器工程技术人员
电源硬件高级工程师OA商显TV,2021400,广播电影电视及演艺设备工程技术人员,0.7584225934695812,2021101,电工电器工程技术人员
电缆销售总监,6240300,电线电缆、光纤光缆及电工器材制造人员,0.7882784894970154,2060702,市场营销专业人员
电脑售后维修员,4120201,计算机维修工,0.8732994598460824,4120201,计算机维修工
电脑打字销售无任务接受应届生,4060000,房地产服务人员,0.5678720524285806,4010200,销售人员
电脑技术员,4120201,计算机维修工,0.9123699063535734,2020900,电子工程技术人员
电脑技术员兼车辆查验员,4120200,计算机和办公设备维修人员,0.8260254828821859,2020711,汽车工程技术人员L
电脑技术学徒,2021004,计算机网络工程技术人员S,0.8981596771793446,2050711,心电学技师
电脑操作员,4120201,计算机维修工,0.8683628469859195,2050712,神经电生理脑电图技师
电芯性能测试,4040502,计算机软件测试员S,0.8499365993622883,2020902,电子元器件工程技术人员
电芯来料检验员,6170505,电解精炼工,0.8206312015634574,4080507,电子电气产品检验员L
电芯测试主管实验室,2000000,专业技术人员,0.83082658363646,2020902,电子元器件工程技术人员
电视购物渠道销售,4010600,电子商务服务人员,0.766910479828207,4010200,销售人员
电话催收,2100201,文字编辑,0.8689903367882221,6240304,电工合金电触头制造工
电话催收专员平安车贷,4040500,软件和信息技术服务人员,0.7187807138490219,4050102,银行信贷员
电话催收员3800,4040503,呼叫中心服务员,0.8567615910154622,6280115,继电保护员
电话客服,4040503,呼叫中心服务员,0.9999999999998975,4040503,呼叫中心服务员
电话客服有假期,4040503,呼叫中心服务员,0.8271256655602967,4040503,呼叫中心服务员
电话客服朝九晚六,4040500,软件和信息技术服务人员,0.7496807765684501,4040503,呼叫中心服务员
电话客服带薪培训,4040500,软件和信息技术服务人员,0.7743303804569175,4040503,呼叫中心服务员
电话客服不销售不外出,4010200,销售人员,0.6570903145341354,4010200,销售人员
电话客服专员,4040503,呼叫中心服务员,0.9173601125743119,4040503,呼叫中心服务员
电话客服专员 8小时 赚过年费,4040000,信息传输、软件和信息技术服务人员,0.5369485744028665,4040503,呼叫中心服务员
电话客服人员,4040503,呼叫中心服务员,0.9808346687039495,4040503,呼叫中心服务员
电话客服销售,4010201,营销员,0.9252041510403861,4040503,呼叫中心服务员
电话客服济南分公司,4040503,呼叫中心服务员,0.8235225200040887,4040503,呼叫中心服务员
电话顾问办公室坐岗工资轻松氛围好,3010200,行政事务处理人员,0.6321532553824774,4070308,招聘师
电话网络销售,4010201,营销员,0.9337728770281317,4010200,销售人员
电话网络销售 提供准客户无任务要求,4010200,销售人员,0.7365215672679148,4010200,销售人员
电话车险客服,4040503,呼叫中心服务员,0.871059316066237,4050302,保险保全员
电话车险续保带薪培训可小白,2100000,新闻出版、文化专业人员,0.5731769572413896,4050302,保险保全员
电话软件销售,4010201,营销员,0.8871994443156137,4010200,销售人员
电话邀约,4040503,呼叫中心服务员,0.8572788954963944,2090202,电影电视演员
电话邀约专员,4040503,呼叫中心服务员,0.8188489011746194,2090300,电影电视制作专业人员
电话销售,4010201,营销员,0.9999999999999043,4010200,销售人员
电话销售 年假,4010201,营销员,0.9235168214555137,4010200,销售人员
电话销售光谷东,4010201,营销员,0.9061378021520401,4010200,销售人员
电话销售网络销售泰安本部,4010201,营销员,0.8450209049090501,4010200,销售人员
电话销售8小时,4010000,批发与零售服务人员,0.5528672905398898,4010200,销售人员
电话销售DCC外呼,4010200,销售人员,0.7682995628034534,4010200,销售人员
电话销售专员,4040503,呼叫中心服务员,0.807579474566409,4010200,销售人员
电话销售专员W,4040500,软件和信息技术服务人员,0.7705894699366231,4010200,销售人员
电话销售业务员,4010201,营销员,0.8622573360263592,4010200,销售人员
电话销售代表,4010201,营销员,0.9003382287278676,4010200,销售人员
电话销售客服,4040503,呼叫中心服务员,0.9057155059568482,4010200,销售人员
电话销售客服吹吹空调打打电话,4040500,软件和信息技术服务人员,0.7757447720811756,4010200,销售人员
电话销售经理,4040503,呼叫中心服务员,0.8682850931075137,2060702,市场营销专业人员
电话销售专员,4040503,呼叫中心服务员,0.8075795170761378,4010200,销售人员
电话销售,4010201,营销员,0.9999999999999235,4010200,销售人员
电话销售,4010201,营销员,0.9999999999999235,4010200,销售人员
电话销售本地生活广告推广,4010200,销售人员,0.7486141538304102,4010200,销售人员
电话销售法定休息月薪1w,4010200,销售人员,0.6789361796516147,4010200,销售人员
电路工程师,2021101,电工电器工程技术人员,0.9515361919138637,2023809,集成电路工程技术人员S
电销,2060300,会计专业人员,0.8431822871124126,6310103,电工
电销面销薪资稳定过万,4070300,人力资源服务人员,0.6963962019497212,2061104,金融产品销售专业人员
电销专员,4130105,全媒体运营师S,0.9224860056325453,2090300,电影电视制作专业人员
电销专员  法假,3010203,公关员,0.8284552783786326,4010200,销售人员
电销专员业务文员推广专员,4040503,呼叫中心服务员,0.8588486596899034,3010205,打字员
电销客服,4040503,呼叫中心服务员,0.9358431073975851,4010200,销售人员
电销经理,3010200,行政事务处理人员,0.9318211857998667,4010601,电子商务师S
电镀品质工程师,6180301,镀层工,0.9227228164359074,2021101,电工电器工程技术人员
电镀工程师,6180301,镀层工,0.9722907970971957,2021101,电工电器工程技术人员
电镀技术服务工程师,6180301,镀层工,0.911112417520961,2021101,电工电器工程技术人员
男士亚健康调理师,4100401,保健调理师,0.8209591151655663,4140202,健康管理师
画仟集供应链经理,4020605,供应链管理师S,0.9564655815623586,4020605,供应链管理师S
画师,2090501,画家,0.9906153965745012,4080828,漆艺师
留学文书顾问,4130404,研学旅游指导师,0.9422564222140575,4130400,教育服务人员
留学文案,4130404,研学旅游指导师,0.8403544715255438,4130400,教育服务人员
留学文案韩语翻译,2100500,翻译,0.9132679005699029,2100500,翻译
留学渠道经理,4130100,社会文化活动服务人员,0.7979121869705262,4130400,教育服务人员
留学申请顾问,4130404,研学旅游指导师,0.9269390940311795,4130400,教育服务人员
留学经理,2060700,商务专业人员,0.795667236624147,4130400,教育服务人员
留学项目文案,4130404,研学旅游指导师,0.8057995403482946,4130400,教育服务人员
留学项目顾问,4130404,研学旅游指导师,0.9531997297723271,4130400,教育服务人员
留学顾问,4130404,研学旅游指导师,0.999999999999904,4130400,教育服务人员
畜牧业智能产品销售经理东北西北,5030000,畜牧业生产人员,0.7904944251782964,2060702,市场营销专业人员
畜牧业销售员,5030000,畜牧业生产人员,0.9154830115350905,4010201,营销员
疫苗推广代表,6120503,疫苗制品工,0.9290548257271677,4010502,医药商品购销员
病理技术工程师,2000000,专业技术人员,0.8856037914907138,2023202,生物工程技术人员
白城市晋原嘉昊饮咖啡师,4030200,餐饮服务人员,0.7434992272586732,4030208,咖啡师
白班 接受小白带薪培训 客服催收岗,4070300,人力资源服务人员,0.6774246966927122,4050102,银行信贷员
白班保姆,3020200,保卫和警务辅助人员,0.689928059697681,4100106,家政服务员
白班电话调解员,4040500,软件和信息技术服务人员,0.760764928884733,3030103,调解员
白班育儿嫂,4100100,生活照料服务人员,0.7653112547006948,5010101,种子繁育员
白车身设计工程师,2020711,汽车工程技术人员L,0.858622781310437,2020711,汽车工程技术人员L
白酒业务员,6020607,品酒师,0.8538891417196393,4070101,租赁业务员
白酒大客户经理精准资源快速开单复购率高永久,4070200,商务咨询服务人员,0.6128947327713484,4070203,客户服务管理员
白酒招商经理,4010200,销售人员,0.7987417164406733,2060703,商务策划专业人员
白酒销售业务员,4010200,销售人员,0.7754357438321507,4010203,商品营业员
百威中国红星销售管理培生河南南部,1060000,企事业单位负责人,0.5594397484002869,4010203,商品营业员
百年龙袍面点师,6150500,陶瓷制品制造人员,0.7890381203933763,4030202,中式面点师
百度巨量引擎竞价推广运营,4010000,批发与零售服务人员,0.5509682662202374,2060704,品牌专业人员
百度广告销售主管资源支持,4070200,商务咨询服务人员,0.7546665682789119,4010201,营销员
百度智能数据标注文职,4040500,软件和信息技术服务人员,0.7147041562517088,4040505,人工智能训练师S
百度营销顾问,4010600,电子商务服务人员,0.7618130719976175,4010201,营销员
百强企业 平安未来10年核心部门 网格运营专员 8小时,4010000,批发与零售服务人员,0.5620199590299191,4130105,全媒体运营师S
百胜餐饮学徒,4030200,餐饮服务人员,0.9599836130930826,4030200,餐饮服务人员
百胜餐饮店员营业员,4010206,连锁经营管理师,0.908681570299366,4030205,餐厅服务员
百色项目部生产经理栋号工长机电经理项目经理,1060102,企业经理,0.8704700896195309,2023001,工业工程技术人员
百货在线不跟单,4010000,批发与零售服务人员,0.5997978358286773,4010201,营销员
皇城四平街冷饮店面包烘焙师,4010200,销售人员,0.7262288478823281,6020101,糕点面包烘焙师
皖南销售经理烘焙渠道,4010200,销售人员,0.790063026826026,2060702,市场营销专业人员
皮肤咨询顾问,2050108,皮肤科医师,0.8855146709273819,2050108,皮肤科医师
皮肤科医生,2050108,皮肤科医师,0.9999999999999065,2050108,皮肤科医师
皮肤科治疗护士,2050108,皮肤科医师,0.8437954035916556,2050801,内科护士
皮肤管理美容师,2050108,皮肤科医师,0.8257374497501887,4100301,美容师
盆骨修复技术师,2023501,矫形器师,0.8301481258329535,2050713,康复技师
盈盛精密机械模具工,2020706,模具设计工程技术人员,0.9116316478933209,6180401,模具工
盐城市亭湖区傣妹传菜员,6160300,采盐人员,0.689588619630379,4030205,餐厅服务员
盐城市盐南高新区传菜员,6160300,采盐人员,0.7302872964423632,4030205,餐厅服务员
盐城焊工电工,6180301,镀层工,0.823458707128511,6180204,焊工
监利深绿忆美物业服务消防中控员,3020305,消防监督检查员,0.8745408856279151,3020304,消防安全管理员
监控员危化品车队,2050700,医疗卫生技术人员,0.7905005723250543,2070100,监察人员
监控安装员,2050705,公卫检验技师,0.8875242222119101,6290302,电气设备安装工
监测工程师,2023101,产品质量检验工程技术人员,0.8513472112610897,2023007,监理工程技术人员
监理,2060712,报关人员,0.9103611506813737,2070100,监察人员
监理员,2070100,监察人员,0.9593018756647365,2070100,监察人员
监理员和专监,2070100,监察人员,0.9028043372502189,2070100,监察人员
监理咨询实习生,4060201,房地产经纪人,0.8546419950495076,2071103,心理咨询师
监理实习生,4070304,企业人力资源管理师,0.8486492923939921,2090407,演出监督
监理工程师,2023007,监理工程技术人员,0.9499338531194961,2023007,监理工程技术人员
监理工程师监理员,2023007,监理工程技术人员,0.9297928464314834,2023007,监理工程技术人员
监理资料员,6310305,质检员,0.913077377029395,2070100,监察人员
监督专员,3010203,公关员,0.9765159486911783,4070601,商品监督员
盘锦东方银座酒店管理消防中控员,3020305,消防监督检查员,0.8045414629548644,3020304,消防安全管理员
盘锦和田食品水电工,6010502,水产制品精制工,0.8347557466491885,6310110,机电设备维修工
盘锦市业务员,4050401,典当业务员,0.8891553541605606,4070101,租赁业务员
盘龙城万达珠宝销售顾问,4010203,商品营业员,0.9554945064934669,4010203,商品营业员
盛鸿收银,4010204,收银员,0.917264885117455,4010204,收银员
盟市负责人,1010001,中国共产党机关负责人,0.9321473535087242,1040101,工会负责人
C证小车司机周结纯司机,6300100,专用车辆驾驶员,0.8826077001480417,4020201,客运车辆驾驶员L
自由司机,4100800,社区生活服务人员,0.7859415123895361,4020201,客运车辆驾驶员L
直播专员,4130105,全媒体运营师S,0.8428653504873195,2061201,专利代理专业人员
直播中控,4010602,互联网营销师S,0.9999999999998808,2090305,电视导播
直播中控抖音,4010600,电子商务服务人员,0.7810600964213259,2100401,播音员
直播中控直播运营,4010602,互联网营销师S,0.9569421766628101,4010602,互联网营销师s
直播助理,4010602,互联网营销师S,0.9999999999998734,2050806,助产士
直播助理地铁口近入职培训气氛好,4070300,人力资源服务人员,0.6805971541781468,4010602,互联网营销师s
直播合伙人,4010602,互联网营销师S,0.8270410272389681,2100400,播音员及节目主持人
直播场控运营,4010602,互联网营销师S,0.9559339840802286,4010602,互联网营销师s
直播带货运营,4010602,互联网营销师S,0.9417782522856835,4010602,互联网营销师s
直播投手,4010602,互联网营销师S,0.9492138379329916,2100401,播音员
直播电商讲师新媒体运营,4130105,全媒体运营师S,0.821857261774147,2060804,职业技术实训指导专业人员
直播电商运营,4010602,互联网营销师S,0.8771432996622474,4010602,互联网营销师s
直播负责人,4010602,互联网营销师S,0.8906472584959172,1040101,工会负责人
直播运营,4010602,互联网营销师S,0.9999999999999152,4010602,互联网营销师s
直播运营,4010602,互联网营销师S,0.9999999999999152,4010602,互联网营销师s
直播运营专员,4130105,全媒体运营师S,0.8170930600057223,4010602,互联网营销师s
直播运营主管,4010602,互联网营销师S,0.8661993787937056,4010602,互联网营销师s
直播运营助理,4010602,互联网营销师S,0.9885039809743742,4010602,互联网营销师s
直播运营经理,4010602,互联网营销师S,0.8351777404855479,4010602,互联网营销师s
直播选品经理,4010602,互联网营销师S,0.8411770073949312,4010602,互联网营销师S
稳定,2060900,银行专业人员,0.6580362615264108,6190101,工具五金制作工
网约车司机,4020201,客运车辆驾驶员L,0.999999999999874,4020201,客运车辆驾驶员L
直营新能源汽车销售就近安排,4010200,销售人员,0.7467285979603843,4010203,商品营业员
直营校区校长,1060200,事业单位负责人,0.8920640228077793,1060200,事业单位负责人
省内业务代表,1020000,国家机关负责人,0.8311315679537136,4070101,租赁业务员
省内业务员,4050401,典当业务员,0.8766837042484583,4070101,租赁业务员
